yrpub,count,authorOfColor,nonPersonAuthor,neighborhood,collection,type,age,category1,category2,category1Code,languages,originalLang,combinedName
1998,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,Religion,Religion,R,English,English,Anita Diamant
2015,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,Romance,Romance,ROM,English,English,Diana Palmer
2002,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Juliet Marillier
2004,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Robert Jordan
2015,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Jon Steele
1999,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,David H. Albert
2004,1,0,1,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Charles Schwab
2001,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Vicki Lansky
1993,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Marshall H. Klaus
2009,1,0,1,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,,English,
2001,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Penny Simkin
2006,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Diane Ryan
2003,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Harvey Karp
2000,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Penny Simkin
1999,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Kathleen Huggins
2004,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Sophie Boswell
1988,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Sports,Sports,S,English,English,Paul Parker
2014,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,Suspense,Suspense,SUS,English,English,W.E.B. Griffin
2001,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,Suspense,Suspense,SUS,English,English,Tom Clancy
1995,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Travel,Travel,TR,English,German,Joe Cummings
2013,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,Travel,Travel,TR,English,English,Colin Pyle
2012,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Adventure,Adventure,ADV,English,English,Yann Martel
2012,1,0,0,Phinney-Greenwood,Phinney-Green4,Nonfiction,Adult,Anthology/Essays/Short stories,Anthology/Essays/Short stories,AN,English,,Bin Ramke
2005,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Young Adult,Anthology/Essays/Short stories,Anthology/Essays/Short stories,AN,English,English,Ellen Datlow
2005,1,0,0,Phinney-Greenwood,Phinney-Green4,Nonfiction,Adult,Biography/Autobiography/Memoir,Biography/Autobiography/Memoir,BIO,English,English,Sam Swope
2009,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Domestic Fiction,Domestic Fiction,DF,English,English,Curtis Sittenfeld
2014,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Domestic Fiction,Domestic Fiction,DF,English,English,Elin Hilderbrand
2015,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Domestic Fiction,Domestic Fiction,DF,English,English,Emily Giffin
1999,1,1,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Historical Fiction,Historical Fiction,HF,English,English,Isabel Allende
1990,1,1,0,Phinney-Greenwood,Phinney-Green4,Fiction,Young Adult,Historical Fiction,Historical Fiction,HF,English,English,Laurence Yep
2010,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Historical Fiction,Historical Fiction,HF,English,English,Alexander McCall Smith
2001,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Literary Fiction,Literary Fiction,LITF,English,English,Barbara Kingsolver
2001,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Literary Fiction,Literary Fiction,LITF,English,English,Barbara Kingsolver
2004,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Literary Fiction,Literary Fiction,LITF,English,English,Audrey Niffenegger
2006,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Romance,Romance,ROM,English,English,Nicole Krauss
2017,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Mystery,Mystery,MYS,English,English,Linda Fairstein
2011,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Mystery,Mystery,MYS,English,English,Carolyn Hart
1998,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Mystery,Mystery,MYS,English,English,Linda Fairstein
1998,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Mystery,Mystery,MYS,"English, Achinese",English,Bruce Alexander
2002,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Mystery,Mystery,MYS,English,English,Joanne Fluke
1993,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Mystery,Mystery,MYS,English,English,Mary Daheim
1966,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Mystery,Mystery,MYS,,,jeannette brown mackenzie
2018,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Helene Tursten
1999,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Marilyn Reynolds
2006,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Reg Down
1959,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Jane Werner Watson
2008,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Beverly Cleary
2003,1,0,1,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,
1999,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,,Liza Alexander
2004,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Lois Lowry
1981,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Barbara Brooks Wallace
2004,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Kathleen Duey
2003,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Suzy Kline
2005,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Bernadette Rossetti Shustak
2001,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Charles M. Schulz
1978,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Marguerite Henry
2008,1,1,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,,Richard Van Camp
2008,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Laura Ingalls Wilder
2005,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Anne Mazer
2003,1,0,1,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,,English,
2005,1,1,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Lisa Yee
1979,1,0,1,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,
1988,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Ann M. Martin
1978,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,English,Ellen Raskin
1974,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Null,NU,English,,June Lewis Shore
1990,1,1,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Poetry,Poetry,P,English,English,Ono no Komachi
2018,1,0,0,Phinney-Greenwood,Phinney-Green4,Nonfiction,Adult,Politics,Politics,POL,English,English,David Hogg
2013,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Religion,NU,English,English,Thomas Nelson
1964,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Childrens,Null,Religion,NU,English,English,Mary Alice Jones
2015,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Romance,Romance,ROM,English,English,Robyn Carr
2017,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Romance,Romance,ROM,English,English,Linda Lael Miller
2012,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Young Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Veronica Roth
2016,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Lynsay Sands
2007,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Kate Wilhelm
2001,1,0,1,Phinney-Greenwood,Phinney-Green4,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Parents Magazine play
2002,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Suspense,Suspense,SUS,English,English,Ann Patchett
2017,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Suspense,Suspense,SUS,English,English,Steven Tyler
1998,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Suspense,Suspense,SUS,English,English,Sidney Sheldon
2014,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Suspense,Suspense,SUS,English,English,Robyn Carr
2001,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Suspense,Suspense,SUS,English,English,Wilbur Smith
2010,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Suspense,Suspense,SUS,English,English,Stieg Larsson
2018,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Suspense,Suspense,SUS,English,English,David Baldacci
2018,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,Mystery,Mystery,MYS,English,English,Shari–Lapeña
2000,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Null,Null,NU,English,English,Suzy Kline
2018,1,0,1,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Null,Null,NU,English,,The Clever Factory
2003,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Null,Null,NU,English,English,Stephanie Tolan
2000,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Null,Null,NU,English,English,Lucy Jane Bledsoe
1999,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Null,Null,NU,English,English,Betsy Duffey
2007,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Childrens,Null,Religion,NU,English,English,Sally-Lloyd-Jones
2007,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Young Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,Undetermined,Stephenie Meyer
2006,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Young Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,,Sallie Lowenstein
1993,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Dennis L. McKiernan
1978,1,0,0,Phinney-Greenwood,Phinney-Green5,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Joyce Brothers
1992,1,0,0,Phinney-Greenwood,Phinney-Green5,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Claude M. Bristol
1996,1,0,0,Phinney-Greenwood,Phinney-Green5,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,,E. Denis Wilson
2003,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,Suspense,Suspense,SUS,English,English,Catherine Coulter
1986,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,Suspense,Suspense,SUS,English,English,Len Deighton
2015,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,Suspense,Suspense,SUS,English,English,Dean Koontz
1992,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,Suspense,Suspense,SUS,English,English,John Grisham
1973,1,0,0,Phinney-Greenwood,Phinney-Green5,Nonfiction,Adult,Travel,Travel,TR,,,r s yeoman
2017,1,0,0,Queen Anne,QueenAnne1,Nonfiction,Adult,Biography/Autobiography/Memoir,Biography/Autobiography/Memoir,BIO,English,English,Molly Bloom
1949,1,0,1,Queen Anne,QueenAnne1,Nonfiction,Adult,Cookery,Cookery,CO,,,National Presto
2018,1,0,0,Queen Anne,QueenAnne1,Fiction,Adult,Graphic/Manga,Graphic/Manga,GR,English,English,Eli Powell
1987,1,0,0,Queen Anne,QueenAnne1,Fiction,Adult,Historical Fiction,Historical Fiction,HF,English,English,Michael Shaara
1991,1,0,0,Queen Anne,QueenAnne1,Fiction,Young Adult,Domestic Fiction,Domestic Fiction,DF,English,English,Walter Farley
2012,1,0,0,Queen Anne,QueenAnne1,Fiction,Adult,Mystery,Mystery,MYS,English,English,Elizabeth George
2014,1,0,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,NU,,,Kevin Lewis
1987,1,0,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,NU,English,English,Stephanie Claire
2015,1,0,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,NU,English,English,Rob Scotton
2003,1,0,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,NU,English,English,Karen Dolby
2003,1,0,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,NU,English,English,Tomie DePaola
2003,1,1,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,NU,English,English,Bob Lanier
2003,1,0,1,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,NU,English,,Preschool Prep Company
2003,1,0,1,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,NU,English,,Nickelodeon
2009,1,0,0,Queen Anne,QueenAnne1,Fiction,Childrens,Null,Null,NU,English,English,Joan Carris
1971,1,0,0,Queen Anne,QueenAnne1,Nonfiction,Adult,Reference,Reference,REF,English,English,Christoper Kendris
2013,1,0,0,Queen Anne,QueenAnne1,Fiction,Adult,Romance,Romance,ROM,English,English,Catherine Anderson
1992,1,0,0,Queen Anne,QueenAnne1,Fiction,Adult,Suspense,Suspense,SUS,English,English,Michael Crichton
2010,1,0,0,Queen Anne,QueenAnne1,Fiction,Adult,Suspense,Suspense,SUS,English,English,Stieg Larsson
1984,1,0,0,Queen Anne,QueenAnne2,Fiction,Adult,Classics,Classics,CL,English,English,W. Somerset Maugham
1984,1,0,0,Queen Anne,QueenAnne2,Fiction,Adult,Classics,Classics,CL,English,English,W. Somerset Maugham
2014,1,0,0,Queen Anne,QueenAnne2,Fiction,Adult,Domestic Fiction,Domestic Fiction,DF,English,English,Liane Moriarty
1999,1,0,0,Queen Anne,QueenAnne2,Fiction,Childrens,Null,Null,NU,English,English,Helen Oxenbury
1990,1,0,0,Queen Anne,QueenAnne2,Nonfiction,Childrens,Null,Null,NU,English,English,Komaiko
1993,1,0,0,Queen Anne,QueenAnne2,Fiction,Childrens,Null,Null,NU,English,English,Sandra Boynton
2007,1,0,0,Queen Anne,QueenAnne2,Fiction,Childrens,Null,Null,NU,English,English,Adam Gamble
2007,1,0,0,Queen Anne,QueenAnne2,Fiction,Childrens,Null,Null,NU,English,English,Margaret Wise Brown
1976,1,0,0,Queen Anne,QueenAnne2,Fiction,Childrens,Null,Null,NU,English,English,Jack Gantos
2009,1,0,0,Queen Anne,QueenAnne2,Nonfiction,Childrens,Null,Null,NU,English,English,Jill Lauren
2018,1,0,0,Queen Anne,QueenAnne2,Nonfiction,Adult,Politics,Politics,POL,English,English,Madeleine Albright
2018,1,1,0,Queen Anne,QueenAnne2,Nonfiction,Adult,Politics,Politics,POL,English,English,Roxane Gay
1998,1,0,0,Queen Anne,QueenAnne2,Fiction,Young Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Robin McKinley
2009,1,0,0,Queen Anne,QueenAnne2,Fiction,Adult,Suspense,Suspense,SUS,English,English,Don Winslow
2001,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Anthology/Essays/Short stories,Anthology/Essays/Short stories,AN,English,English,Arthur Krystal
1988,1,0,0,Queen Anne,QueenAnne3,Nonfiction,Adult,Biography/Autobiography/Memoir,Biography/Autobiography/Memoir,BIO,English,English,Shirley MacLaine
2004,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Comedy,Comedy,COM,English,English,Paul Murray
2001,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Comedy,Comedy,COM,English,English,Helen Fielding
2018,1,0,0,Queen Anne,QueenAnne3,Fiction,Young Adult,Comedy,Comedy,COM,English,English,Tim Federle
2018,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Historical Fiction,Historical Fiction,HF,English,English,Kent Wascom
1994,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Mystery,Mystery,MYS,English,English,Robin Cook
1983,1,0,0,Queen Anne,QueenAnne3,Fiction,Childrens,Null,Null,NU,English,English,Eloise Wilkin
2016,1,0,0,Queen Anne,QueenAnne3,Fiction,Childrens,Null,Null,NU,English,English,Beverly Cleary
2018,1,0,0,Queen Anne,QueenAnne3,Fiction,Childrens,Null,Null,NU,English,English,Laura Shovan
2014,1,0,1,Queen Anne,QueenAnne3,Fiction,Childrens,Null,Null,NU,English,,Editors of Publications International
1988,1,0,1,Queen Anne,QueenAnne3,Fiction,Childrens,Null,Null,NU,English,English,Stratemeyer Literary Syndicate
1987,1,0,0,Queen Anne,QueenAnne3,Fiction,Childrens,Null,Null,NU,English,English,Jeanne Willis
1969,1,0,0,Queen Anne,QueenAnne3,Fiction,Childrens,Null,Null,NU,English,English,Benjamin Elkin
2004,1,0,0,Queen Anne,QueenAnne3,Nonfiction,Adult,Politics,Politics,POL,English,English,Richard Clarke
2009,1,0,0,Queen Anne,QueenAnne3,Nonfiction,Adult,Politics,Politics,POL,English,English,Greg Mortenson
1990,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Romance,Romance,ROM,English,English,Judith McNaught
2006,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,George R. R. Martin
1999,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Greg Egan
2003,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Stephen King
2009,1,0,0,Queen Anne,QueenAnne3,Fiction,Young Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Aprilynne Pike
2002,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Suspense,Suspense,SUS,English,English,Lynn Mason
2015,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Suspense,Suspense,SUS,English,English,Dean Koontz
1979,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Suspense,Suspense,SUS,English,English,David Gurr
1998,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Anthology/Essays/Short stories,Anthology/Essays/Short stories,AN,English,English,Lorrie Moore
2015,1,1,0,Queen Anne,QueenAnne4,Nonfiction,Adult,Biography/Autobiography/Memoir,Biography/Autobiography/Memoir,BIO,English,English,Saroo Brierley
2018,1,1,0,Queen Anne,QueenAnne4,Nonfiction,Adult,Business/Technology,Business/Technology,BU,English,English,Tim Wu
1977,1,1,0,Queen Anne,QueenAnne4,Fiction,Adult,Classics,Classics,CL,English,English,R. K. Narayan
2002,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Classics,Classics,CL,English,English,Charles Webb
2000,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Domestic Fiction,Domestic Fiction,DF,English,English,Jamie Langston Turner
1993,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Drama,Drama,DR,English,English,David Mamet
2004,1,1,0,Queen Anne,QueenAnne4,Nonfiction,Adult,Graphic/Manga,Graphic/Manga,GR,English,English,Kei Toume
1996,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Mystery,Mystery,MYS,English,English,Charles Palliser
1991,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Mystery,Mystery,MYS,English,English,Sidney Sheldon
2013,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Mystery,Mystery,MYS,English,English,Robert Galbraith
2000,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Mystery,Mystery,MYS,English,English,J. D. Robb
2004,1,0,0,Queen Anne,QueenAnne4,Nonfiction,Childrens,Null,Null,NU,English,English,Jon Stewart
1997,1,0,0,Queen Anne,QueenAnne4,Fiction,Childrens,Null,Null,NU,English,English,Roald Dahl
1988,1,0,0,Queen Anne,QueenAnne4,Fiction,Childrens,Null,Null,NU,English,English,Hugh Lofting
2009,1,1,0,Queen Anne,QueenAnne4,Fiction,Adult,Classics,Classics,CL,Spanish,Spanish,Ignacio Manuel Altamirano
1976,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Romance,Romance,ROM,English,English,Clare Darcy
2008,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Romance,Romance,ROM,English,English,Luanne Rice
2003,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Romance,Romance,ROM,English,English,Luanne Rice
2011,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Christopher Paolini
1994,1,0,0,Queen Anne,QueenAnne4,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Michael T. Murray
1996,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Suspense,Suspense,SUS,English,English,John Calvin Batchelor
2000,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Suspense,Suspense,SUS,English,English,Lawrence Block
2003,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Suspense,Suspense,SUS,English,English,Ken Follett
2005,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Suspense,Suspense,SUS,English,English,Luanne Rice
1985,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Suspense,Suspense,SUS,English,English,Stephen King
2000,1,0,0,Queen Anne,QueenAnne5,Nonfiction,Adult,Biography/Autobiography/Memoir,Biography/Autobiography/Memoir,BIO,English,English,Bill Bryson
2000,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,Classics,Classics,CL,English,English,Kelly M Vlcek
2006,1,0,0,Queen Anne,QueenAnne5,Nonfiction,Adult,Cookery,Cookery,CO,English,English,Evan Goldstein
1998,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,Historical Fiction,Historical Fiction,HF,English,English,Edward Rutherfurd
2018,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,Historical Fiction,Historical Fiction,HF,English,English,Marius Gabriel
2006,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,Mystery,Mystery,MYS,English,English,Donna Leon
1996,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,Mystery,Mystery,MYS,English,English,Cynthia Harrod-Eagles
2004,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,Mystery,Mystery,MYS,English,English,Anthony Horowitz
2014,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,Mystery,Mystery,MYS,English,English,Hazel Gaynor
2014,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,NU,English,English,Joan Holub
1984,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,NU,English,English,Marc Brown
2002,1,1,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,NU,,,Sonali Fry
2010,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,NU,English,English,Norman Bridwell
2003,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,NU,English,English,Laura Numeroff
1993,1,0,0,Queen Anne,QueenAnne5,Nonfiction,Childrens,Null,Null,NU,English,English,Marion Coste
2001,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,NU,English,English,Jacqueline Wilson
2013,1,0,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Null,NU,English,English,Emily Rodda
2015,1,1,0,Queen Anne,QueenAnne5,Fiction,Childrens,Null,Religion,NU,English,English,Angela C. Santomero
2011,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Stephen Clarke
1982,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,SciFi/Fantasy,SciFi/Fantasy,SCIFAN,English,English,Frank Herbert
2010,1,0,0,Queen Anne,QueenAnne5,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Douglas Wile
2006,1,0,0,Queen Anne,QueenAnne5,Nonfiction,Adult,Self Help/Health,Self Help/Health,SH,English,English,Deborah Tannen
1980,1,0,0,Queen Anne,QueenAnne5,Nonfiction,Adult,Sports,Sports,S,,,John Boothroyd
2002,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,Suspense,Suspense,SUS,English,English,John Le Carré
1976,1,0,0,Ravenna,Ravenna1,Fiction,Adult,Anthology/Essays/Short stories,Anthology/Essays/Short stories,AN,English,English,Sherwood Anderson
1976,1,0,0,Ravenna,Ravenna1,Fiction,Adult,Domestic Fiction,Domestic Fiction,DF,English,English,Arnold Bennett
2017,1,1,0,Ravenna,Ravenna1,Nonfiction,Adult,History,History,H,English,English,Svetlana Alexievich
2011,1,0,0,Ravenna,Ravenna1,Fiction,Adult,Mystery,Mystery,MYS,English,English,Alex Kava
1993,1,0,0,Ravenna,Ravenna1,Fiction,Adult,Mystery,Mystery,MYS,English,English,Sara Paretsky
2000,1,0,0,Ravenna,Ravenna1,Fiction,Adult,Mystery,Mystery,MYS,English,English,Michelle Spring
2000,1,0,0,Ravenna,Ravenna1,Fiction,Adult,Mystery,Mystery,MYS,English,English,Robin Cook
2000,1,0,0,Ravenna,Ravenna1,Fiction,Childrens,Null,Null,NU,English,English,Mary Pope Osborne
2010,1,0,0,Ravenna,Ravenna1,Fiction,Childrens,Null,Null,NU,English,English,James Kochalka
2011,1,0,0,Ravenna,Ravenna1,Fiction,Childrens,Null,Null,NU,English,English,James Kochalka
1988,1,0,0,Ravenna,Ravenna1,Fiction,Childrens,Null,Null,NU,English,English,Mary Pope Osborne
2015,1,0,0,Ravenna,Ravenna1,Fiction,Childrens,Null,Null,NU,English,English,James Kochalka
