yrpub,count,authorOfColor,nonPersonAuthor,neighborhood,collection,type,age,category1,category2,category1Code,languages,originalLang
1971,1,0,0,Ravenna,Ravenna5,Fiction,Adult,SciFi/Fantasy,Null,SciFi,English,English
2010,1,0,0,Central District,CentralDistrict4,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,English
2005,1,0,0,Central District,CentralDistrict4,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,English
2008,1,0,0,Columbia City,ColumbiaCity4,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,English
2007,1,0,0,Columbia City,ColumbiaCity4,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,English
2009,1,0,0,Columbia City,ColumbiaCity4,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,English
2013,1,0,0,Montlake,Montlake6,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,"English, French",English
2012,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,English
2007,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,Undetermined
2006,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,
2010,1,0,0,Ravenna,Ravenna1,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,English
2018,1,0,0,Ravenna,Ravenna2,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,English
2001,1,0,0,Ravenna,Ravenna3,Fiction,Young Adult,SciFi/Fantasy,Novel,SciFi,English,English
2005,1,0,0,Ravenna,Ravenna5,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,English
2003,1,0,0,Ravenna,Ravenna6,Fiction,Young Adult,SciFi/Fantasy,Null,SciFi,English,English
2004,1,0,1,Montlake,Montlake5,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1967,1,0,0,Phinney-Greenwood,Phinney-Green2,Nonfiction,Adult,Self Help/Health,Null,SH,English,
1994,1,0,0,Queen Anne,QueenAnne4,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1993,1,0,0,Montlake,Montlake4,Nonfiction,Adult,Self Help/Health,Null,SH,,English
1996,1,0,0,Central District,CentralDistrict2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2000,1,0,0,Central District,CentralDistrict4,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1981,1,0,0,Central District,CentralDistrict4,Nonfiction,Adult,Self Help/Health,Null,SH,English,
1987,1,0,0,Central District,CentralDistrict5,Nonfiction,Adult,Self Help/Health,Null,SH,English,
2012,1,0,0,Central District,CentralDistrict6,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1985,1,0,0,Columbia City,ColumbiaCity1,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2019,1,0,0,Columbia City,ColumbiaCity2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2005,1,0,0,Columbia City,ColumbiaCity2,Fiction,Adult,Self Help/Health,Null,SH,English,English
2004,1,0,0,Columbia City,ColumbiaCity2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2018,1,0,0,Columbia City,ColumbiaCity2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2002,1,0,0,Columbia City,ColumbiaCity5,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2010,1,0,0,Laurelhurst,Laurelhurst1,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2009,1,1,0,Laurelhurst,Laurelhurst1,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1997,1,0,0,Laurelhurst,Laurelhurst1,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1978,1,0,0,Laurelhurst,Laurelhurst2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1994,1,0,0,Laurelhurst,Laurelhurst6,Nonfiction,Adult,Self Help/Health,Anthology,SH,English,English
1995,1,0,0,Laurelhurst,Laurelhurst6,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2003,1,0,0,Montlake,Montlake2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1982,1,0,0,Montlake,Montlake2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1983,1,0,0,Montlake,Montlake2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2016,1,0,0,Montlake,Montlake4,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1992,1,0,0,Montlake,Montlake4,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2003,1,1,0,Montlake,Montlake5,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2016,1,0,0,Montlake,Montlake5,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2016,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Self Help/Health,Cultural Studies,SH,English,English
2011,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Self Help/Health,Cultural Studies,SH,English,English
1999,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2012,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1999,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2014,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Self Help/Health,Null,SH,English,
1999,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2007,1,0,0,Northgate,Northgate4,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2003,1,0,0,Northgate,Northgate4,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2013,1,0,0,Northgate,Northgate4,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2010,1,0,0,Northgate,Northgate5,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2007,1,0,0,Phinney-Greenwood,Phinney-Green1,Nonfiction,Adult,Self Help/Health,Crafts,SH,English,English
2003,1,0,0,Phinney-Greenwood,Phinney-Green2,Nonfiction,Adult,Self Help/Health,Null,SH,English,
2016,1,0,0,Phinney-Greenwood,Phinney-Green2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2006,1,0,0,Phinney-Greenwood,Phinney-Green2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1999,1,0,0,Phinney-Greenwood,Phinney-Green2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1999,1,0,0,Phinney-Greenwood,Phinney-Green2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1980,1,0,0,Phinney-Greenwood,Phinney-Green2,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2000,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2001,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2009,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,,English
2003,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2006,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1999,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2004,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1993,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2001,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1999,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2004,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2001,1,0,1,Phinney-Greenwood,Phinney-Green4,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1992,1,0,0,Phinney-Greenwood,Phinney-Green5,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1996,1,0,0,Phinney-Greenwood,Phinney-Green5,Nonfiction,Adult,Self Help/Health,Null,SH,English,
1978,1,0,0,Phinney-Greenwood,Phinney-Green5,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2010,1,0,0,Queen Anne,QueenAnne5,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2006,1,0,0,Queen Anne,QueenAnne5,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2002,1,0,0,Ravenna,Ravenna3,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1984,1,0,0,Ravenna,Ravenna5,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
1974,1,0,0,Ravenna,Ravenna5,Nonfiction,Adult,Self Help/Health,Null,SH,English,
1998,1,0,0,Ravenna,Ravenna6,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2010,1,0,0,Ravenna,Ravenna6,Nonfiction,Adult,Self Help/Health,Null,SH,English,English
2003,1,0,0,Central District,CentralDistrict4,Nonfiction,Adult,Sports,Null,S,English,English
2013,1,0,0,Laurelhurst,Laurelhurst4,Nonfiction,Adult,Sports,Null,S,English,English
1986,1,0,0,Montlake,Montlake4,Fiction,Adult,Sports,Null,S,English,English
1964,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Sports,Null,S,,
1969,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Sports,Null,S,English,
2010,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Sports,Null,S,English,English
1989,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Sports,Null,S,English,English
1989,1,0,1,Northgate,Northgate3,Nonfiction,Adult,Sports,Null,S,English,
1967,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Sports,Null,S,,English
1968,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Sports,Null,S,,
1988,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Sports,Null,S,English,English
1980,1,0,0,Queen Anne,QueenAnne5,Nonfiction,Adult,Sports,Null,S,,
2016,1,0,0,Ravenna,Ravenna3,Nonfiction,Adult,Sports,Null,S,English,English
1989,1,0,0,Montlake,Montlake5,Fiction,Young Adult,Sports,Null,S,English,English
2018,1,0,0,Central District,CentralDistrict4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2006,1,0,0,Central District,CentralDistrict1,Fiction,Adult,Thriller/Suspense,Novel,Th,English,English
2013,1,0,0,Central District,CentralDistrict2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2003,1,0,0,Central District,CentralDistrict2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1993,1,0,0,Central District,CentralDistrict3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2011,1,0,0,Central District,CentralDistrict3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1996,1,0,0,Central District,CentralDistrict3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1996,1,0,0,Central District,CentralDistrict4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2017,1,0,0,Central District,CentralDistrict4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2009,1,0,0,Columbia City,ColumbiaCity1,Fiction,Adult,Thriller/Suspense,Novel,Th,English,English
2019,1,0,0,Columbia City,ColumbiaCity1,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2012,1,0,0,Columbia City,ColumbiaCity2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2003,1,0,0,Columbia City,ColumbiaCity3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2001,1,0,0,Columbia City,ColumbiaCity5,Nonfiction,Adult,Thriller/Suspense,Null,Th,English,English
2002,1,0,0,Laurelhurst,Laurelhurst1,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2015,1,0,0,Laurelhurst,Laurelhurst2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1986,1,0,0,Laurelhurst,Laurelhurst2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1974,1,0,0,Laurelhurst,Laurelhurst4,Fiction,Adult,Thriller/Suspense,Null,Th,English,
1999,1,0,0,Montlake,Montlake4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2018,1,0,0,Montlake,Montlake5,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2002,1,0,0,Montlake,Montlake6,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2016,1,0,0,Northgate,Northgate1,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2012,1,0,0,Northgate,Northgate1,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2019,1,0,0,Northgate,Northgate1,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2014,1,0,0,Northgate,Northgate1,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2016,1,1,0,Northgate,Northgate2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2011,1,0,0,Northgate,Northgate2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2011,1,0,0,Northgate,Northgate2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2013,1,0,0,Northgate,Northgate3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2011,1,0,0,Northgate,Northgate3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2010,1,0,0,Northgate,Northgate3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1995,1,0,0,Northgate,Northgate3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2014,1,0,0,Northgate,Northgate3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2009,1,0,0,Northgate,Northgate4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2015,1,0,0,Northgate,Northgate4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1986,1,0,0,Northgate,Northgate5,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2011,1,0,0,Phinney-Greenwood,Phinney-Green2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2001,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2014,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1998,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2014,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2002,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2017,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2010,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2018,1,0,0,Phinney-Greenwood,Phinney-Green4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1986,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2015,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2003,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1992,1,0,0,Phinney-Greenwood,Phinney-Green5,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2010,1,0,0,Queen Anne,QueenAnne1,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1992,1,0,0,Queen Anne,QueenAnne1,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2009,1,0,0,Queen Anne,QueenAnne2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1979,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2002,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2015,1,0,0,Queen Anne,QueenAnne3,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2000,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2005,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2003,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1985,1,0,0,Queen Anne,QueenAnne4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2002,1,0,0,Queen Anne,QueenAnne5,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2019,1,0,0,Ravenna,Ravenna1,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2001,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1988,1,0,0,Ravenna,Ravenna2,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2011,1,0,0,Ravenna,Ravenna4,Nonfiction,Adult,Thriller/Suspense,Null,Th,English,English
1992,1,0,0,Ravenna,Ravenna4,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
1976,1,0,0,Ravenna,Ravenna5,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2014,1,0,0,Ravenna,Ravenna6,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2018,1,0,0,Ravenna,Ravenna6,Fiction,Adult,Thriller/Suspense,Null,Th,English,English
2014,1,0,0,Laurelhurst,Laurelhurst4,Nonfiction,Adult,Travel,Null,Tr,English,English
1993,1,0,0,Laurelhurst,Laurelhurst6,Nonfiction,Adult,Travel,Null,Tr,English,English
2018,1,0,0,Montlake,Montlake5,Nonfiction,Adult,Travel,Null,Tr,English,English
2018,1,0,0,Montlake,Montlake5,Nonfiction,Adult,Travel,Null,Tr,English,English
1995,1,0,0,Northgate,Northgate3,Nonfiction,Adult,Travel,Null,Tr,English,English
1995,1,0,0,Phinney-Greenwood,Phinney-Green3,Nonfiction,Adult,Travel,Null,Tr,English,German
2013,1,0,0,Phinney-Greenwood,Phinney-Green3,Fiction,Adult,Travel,Null,Tr,English,English
1973,1,0,0,Phinney-Greenwood,Phinney-Green5,Nonfiction,Adult,Travel,Null,Tr,,
2004,1,0,0,Ravenna,Ravenna3,Nonfiction,Adult,Travel,Null,Tr,English,English
1972,1,0,0,Ravenna,Ravenna6,Nonfiction,Adult,Travel,Null,Tr,English,English
