Cataloger,Book ID,Title,Count,Date,Neighborhood,Collections,Fiction or Nonfiction,Age Group,Category1,Category2,Dewey Wording,Subjects,Dewey Decimal,Summary,Languages,Original Languages,LC Classification,ISBN,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Review,Rating,Comment,Private Comment,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,ISBNs,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
H,168007528,"Bring Up the Bodies (Wolf Hall, Book 2)",1,2013,Northgate,Northgate3,Fiction,Adult,Novel,History,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,,823.914,"Bring Up the Bodies (Wolf Hall, Book 2) by Hilary Mantel (2013)",English,English,PR6063 .A438,[9781250024176],5,"Maugham, W. Somerset",Author,,,Penguin Books (1984),,,,,Paperback,10 p.; 8.63 inches,0.5 pounds,8.63 inches,8.63 inches,0.4 inches,8.63 x 0.4 x 8.63 inches,10 ,,,,,,,,"[0140073132, 9780140073133]",,1,amazon.com books,2019-04-13,,,7947,,,,
A,168077723,The Street of a Thousand Blossoms,1,2007,Northgate,Northgate5,Fiction,Adult,Novel,History,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Brothers > Fiction|Historical Fiction|Historical fiction|Love Stories|Love stories|Tokyo (Japan) > Fiction|historical fiction,813.54,The Street of a Thousand Blossoms by Gail Tsukiyama (2007),English,English,PS3570 .S84,[0312274823],5,"Raskin, Ellen",Author,,,"Scholastic (1978), Edition: Slight yellowing on inside front cover.",,,,,Paperback,7.64 inches,0.77 pounds,7.64 inches,0.64 inches,5.34 inches,7.64 x 5.34 x 0.64 inches,216 ,,,,,,,,"[9780439412810, 0439412811]",,1,amazon.com books,2019-05-05,,,63095,,,,
A,168077739,The File On H.: A Novel,1,1998,Northgate,Northgate5,Fiction,Adult,Novel,History,American And Canadian > Fiction > Literature,,813,The File On H.: A Novel by Ismail Kadare (1998),English,English,PG9621 .K3,[1559704012],1,"Wilhelm, Kate",Author,,,"Blackstone Audio, Inc. (2007)",,,,,Digital audiobook,,,,,,,,,,,,,,,,,1,amazon.com books,2019-05-05,,,489388,,,,
A,168426783,Cold Mountain,1,1997,Sandy Point,Sandy Point 4,Fiction,Adult,Novel,History,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Historical Fiction|Historical fiction|Large Type Books|Large type books|Love Stories|Love stories|Military deserters > United States > Fiction|United States > Fiction. > Civil War, 1861-1865|United States > Fiction. > Civil war, 1861-1865|United States > History > Civil War, 1861-1865 > Fiction|United States > History > Civil war, 1861-1865 > Fiction|historical fiction",813.54,Cold Mountain by Charles Frazier (1997),English,English,PS3556 .R3599,[0871136791],1,"Block, Lawrence",Author,,,"William Morrow (2000), Edition: 1st, 304 pages",,,,,Hardcover,304 p.; 6.13 inches,3 pounds,6.13 inches,9.25 inches,1.01 inches,6.13 x 1.01 x 9.25 inches,304 ,,,,,,,,"[0060198338, 9780060198336]",,1,amazon.com,2019-04-13,,,24593,,,,
H,168224399,Ten Days' Wonder,1,2013,Columbia City,Cc3,Fiction,Adult,Mystery,Null,1900-1944 > 20th Century > American And Canadian > Fiction > Literature,Detective and mystery stories|Novelists > Fiction,813.52,Ten Days' Wonder by Ellery Queen (2013),English,English,PZ3 .Q295 .U4,[9781453289679],1,"Tannen, Deborah",Author,,,"Random House (2006), Edition: 1st, 272 pages",,,,,Hardcover,272 p.; 6.34 inches,0.8 pounds,6.34 inches,9.69 inches,1.01 inches,6.34 x 1.01 x 9.69 inches,272 ,,,,,,,,"[1400062586, 9781400062584]",,1,amazon.com books,2019-04-13,,,535571,,,,
H,168224532,Trial Run (A Dick Francis Novel),1,2004,Columbia City,Cc3,Fiction,Adult,Mystery,Null,American And Canadian > Fiction > Literature,Detective and mystery stories|Fiction in English|Horse racing > Fiction|fiction in English,813,Trial Run (A Dick Francis Novel) by Dick Francis (2004),English,English,PZ4 .F817,[0425199835],1,"Wellman, Joan",Author,,,"Productivity Press (2010), Edition: 1, 292 pages",,,,,Paperback,292 p.; 6 inches,0.88 pounds,6 inches,9 inches,0.55 inches,6 x 0.55 x 9 inches,292 ,,,,,,,,"[1439828652, 9781439828656]",,1,amazon.com books,2019-05-04,,,12093486,,,,
H,168634881,A Case Of Need,1,1993,Central District,CD3,Fiction,Adult,Mystery,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Abortion > Fiction|Abortion > fiction|Detective and mystery stories|Large Type Books|Large type books|Medical novels|Physicians > Fiction,813.54,A Case Of Need by Michael Crichton (1993),English,English,PS3553 .R48,[0525938028],1,"Harrison, Sue",Author,,,"Avon (1991), Edition: Reissue, 416 pages",,,,,Paperback,416 p.; 4.19 inches,0.35 pounds,4.19 inches,6.75 inches,1.04 inches,4.19 x 1.04 x 6.75 inches,416 ,,,,,,,,"[0380715929, 9780380715923]",,1,amazon.com books,2019-05-04,,,111210,,,,
H,168634911,Ticktock,1,1997,Central District,CD3,Fiction,Adult,Mystery,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"California, Southern > Fiction|Detective and mystery stories, American|Horror Tales|Horror tales|Large Type Books|Large print books|Large type books|horror tales",813.54,Ticktock by Dean Koontz (1997),English,English,PS3561 .O55 T53,[034538430X],1,"Card, Orson Scott",Author,,,"Tor Books (1994), 382 pages",,,,,Paperback,382 p.; 4.22 inches,0.45 pounds,4.22 inches,6.72 inches,1.05 inches,4.22 x 1.05 x 6.72 inches,382 ,,,,,,,,"[0812550757, 9780812550757]",,1,amazon.com books,2019-05-04,,,825707,,,,
H,168634915,STAKED GOAT,1,1991,Central District,CD3,Fiction,Adult,Mystery,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Boston (Mass.) > Fiction|Cuddy, John Francis (Fictitious character) > Fiction|Detective and mystery stories|Private investigators > Boston > Fiction",813.54,STAKED GOAT by Jeremiah Healy (1991),English,English,PS3558 .E2347,[0671742841],1,"Peck, Robert Newton",Author,,,"Yearling (1990), 123 pages",,,,,Paperback,123 p.; 5.25 inches,0.2 pounds,5.25 inches,7.75 inches,0.5 inches,5.25 x 0.5 x 7.75 inches,123 ,,,,,,,,"[0440403081, 9780440403081]",,1,amazon.com books,2019-05-04,,,2983694,,,,
H,168635086,The Big Drop and Other Cliff Hardy Stories,1,1986,Central District,CD3,Fiction,Adult,Mystery,Null,American And Canadian > Fiction > Literature,"Detective and mystery stories, Australian",813,The Big Drop and Other Cliff Hardy Stories by Peter Corris (1986),English,English,PR8259 .O77,[0048200247],1,"Clancy, Tom",Author,,,"G. P. Putnam Sons (1986), Edition: 1st, 656 pages",,,,,Hardcover,656 p.; 6.12 inches,1 pound,6.12 inches,9.32 inches,1.96 inches,6.12 x 1.96 x 9.32 inches,656 ,,,,,,,,"[9780399131493, 0399131493]",,1,amazon.com books,2019-05-04,,,828680,,,,
H,168635799,The Two Mrs. Grenvilles: A Novel,1,2012,Central District,CD4,Fiction,Adult,Mystery,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Domestic Fiction|Domestic fiction|Legal stories|New York (N.Y.) > Fiction|Trials (Murder) > Fiction|Upper class families > Fiction,813.54,The Two Mrs. Grenvilles: A Novel by Dominick Dunne (2012),English,English,PS3554 .U492,[9780307815132],1,"Beddor, Frank",Author,,,"Dial Books (2009), Edition: First Edition, 370 pages",,,,,Hardcover,370 p.; 6.32 inches,1.2 pounds,6.32 inches,9.28 inches,1.27 inches,6.32 x 1.27 x 9.28 inches,370 ,,,,,,,,"[0803731566, 9780803731561]",,1,amazon.com,2019-05-04,,,8244452,,,,
H,168636792,A Monstrous Regiment of Women,1,1997,Central District,CD6,Fiction,Adult,Mystery,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Detective and mystery stories|Historical Fiction|Historical fiction|Holmes, Sherlock (Fictitious character) > Fiction|London (England) > Fiction|Russell, Mary (Fictitious character) > Fiction|Women detectives > England > London > Fiction|Women detectives > London > Fiction|historical fiction",813.54,A Monstrous Regiment of Women by Laurie R. King (1997),English,English,PS3561 .I4813,[0553574566],1,Katz,Author,,,"Dutton Adult (1979), 190 pages",,,,,Hardcover,190 p.; 10.9 inches,1.6 pounds,10.9 inches,0.9 inches,8.7 inches,10.9 x 8.7 x 0.9 inches,190 ,,,,,,,,"[0801592003, 9780801592003]",,1,amazon.com,2019-05-04,,,1510042,,,,
H,168636815,[By Jason Matthews ] The Kremlin's Candidate: A Novel (The Red Sparrow Trilogy) (Paperback)?2018?by Jason Matthews (Author) (Paperback),1,?,Central District,CD6,Fiction,Adult,Mystery,Null,,,,[By Jason Matthews ] The Kremlin's Candidate: A Novel (The Red Sparrow Trilogy) (Paperback)?2018?by Jason Matthews (Author) (Paperback) (?),,,,,1,"Korman, Justine",Author,,,"LucasBooks for Young Readers (2000), 48 pages",,,,,Paperback,48 p.; 6 inches,1 pound,6 inches,9 inches,0.25 inches,6 x 0.25 x 9 inches,48 ,,,,,,,,"[0375803971, 9780375803970]",,1,amazon.com all media,2019-05-04,,,689113,,,,
H,168006909,Favorite Father Brown Stories (Dover Thrift Editions),1,1993,Northgate,Northgate3,Fiction,Adult,Mystery,Null,1901-1945 > 20th Century > English > Fiction > Literature > Modern Period,"Brown, Father (Fictitious character) > Fiction|Catholics > Fiction|Clergy > Fiction|Detective and mystery stories, English|England > Fiction|England > fiction",823.912,Favorite Father Brown Stories (Dover Thrift Editions) by G. K. Chesterton (1993),English,English,PR4453 .C4,[9780486275451],1,"Hart, Carolyn",Author,,,"Avon (2004), 352 pages",,,,,Paperback,352 p.; 4.19 inches,0.38 pounds,4.19 inches,6.75 inches,0.88 inches,4.19 x 0.88 x 6.75 inches,352 ,,,,,,,,"[0060004703, 9780060004705]",,1,amazon.com books,2019-05-04,,,174619,,,,
H,168006941,Southern Cross,1,1999,Northgate,Northgate3,Fiction,Adult,Mystery,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Charlotte (N.C.) > Fiction|Criminals > Virginia > Richmond > Fiction|Detective and mystery stories|Murder > Investigation > Virginia > Richmond > Fiction|Police > Richmond > Fiction|Police > Virginia > Richmond > Fiction|Police chiefs > Fiction|Police chiefs > Richmond > Fiction|Policewomen > Fiction|Policewomen > Richmond > Fiction|Policewomen > Virginia > Richmond > Fiction|Richmond (Va.) > Fiction|Suspense fiction|Widows > Virginia > Richmond > Fiction,813.54,Southern Cross by Patricia Cornwell (1999),English,English,PS3553 .O692,[039914465X],1,"White, Bailey",Author,,,"Vintage (1996), 256 pages",,,,,Paperback,256 p.; 5.22 inches,0.64 pounds,5.22 inches,8 inches,0.59 inches,5.22 x 0.59 x 8 inches,256 ,,,,,,,,"[0679770151, 9780679770152]",,1,amazon.com books,2019-05-04,,,70490,,,,
H,168007063,Colton's Deep Cover,1,2012,Northgate,Northgate3,Fiction,Adult,Mystery,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,Colton's Deep Cover by Elle Kennedy (2012),English,English,,[0373277989],1,"Books, Golden",Author,,,"Golden/Disney (2004), Edition: Random House ed., 24 pages",,,,,Hardcover,24 p.; 6.63 inches,0.25 pounds,6.63 inches,8 inches,0.2 inches,6.63 x 0.2 x 8 inches,24 ,,,,,,,,"[0736423087, 9780736423083]",,1,amazon.com books,2019-05-04,,,19894087,,,,
H,168007216,The Poet,1,1997,Northgate,Northgate3,Fiction,Adult,Mystery,Null,American And Canadian > Fiction > Literature,Detective and mystery stories|Detective and mystery stories. gsafd|Journalists > Fiction|Journalists > United States > Fiction|Police murders > Fiction|Police murders > United States > Fiction|Serial murders > Fiction|Serial murders > United States > Fiction,813,The Poet by Michael Connelly (1997),English,English,PS3553 .O51165,[0446602612],1,"Claire, Stephanie",Author,,,"Hodder & Stoughton (1987), 112 pages",,,,,Hardcover,,,,,,,,,,,,,,,"[0340394099, 9780340394090]",,1,amazon.com,2019-04-13,,,11287448,,,,
H,168007377,Hard Evidence (Dismas Hardy),1,1993,Northgate,Northgate3,Fiction,Adult,Mystery,Null,American And Canadian > Fiction > Literature,"Detective and mystery stories|Hardy, Dismas (Fictitious character) > Fiction|Legal stories|San Francisco (Calif.) > Fiction",813,Hard Evidence (Dismas Hardy) by John Lescroart (1993),English,English,PS3562 .E78,[1556113447],1,"McKinley, Robin",Author,,,"Ace (1998), Edition: First Edition, 304 pages",,,,,Paperback,7 inches,0.5 pounds,7 inches,5 inches,1 inch,7 x 1 x 5 inches,,,,,,,,,"[0441005837, 9780441005833]",,1,amazon.com books,2019-04-13,,,52574,,,,
H,168007640,D Is for Deadbeat (A Kinsey Millhone Mystery),1,1988,Northgate,Northgate3,Fiction,Adult,Mystery,Null,American And Canadian > Fiction > Literature,"California > Fiction|Detective and mystery stories|Millhone, Kinsey (Fictitious character) > Fiction|Women detectives > California > Fiction|Women private investigators > California > Fiction",813,D Is for Deadbeat (A Kinsey Millhone Mystery) by Sue Grafton (1988),English,English,PS3557 .R13,[0553271636],1,"Gamble, Adam",Author,,,"Good Night Books (2007), 28 pages",,,,,Board book,24 p.; 5.69 inches,0.49 pounds,5.69 inches,6.25 inches,0.69 inches,5.69 x 0.69 x 6.25 inches,24 ,,,,,,,,"[160219002X, 9781602190023]",,1,amazon.com books,2019-04-13,,,3848621,,,,
A,168077849,Wild Blues,1,2018,Northgate,Northgate5,Fiction,Young Adult,Mystery,Null,,,,Wild Blues by Beth Kephart (2018),English,English,,[1481491539],1,"Patchett, Ann",Author,,,"Harper Perennial (2002), Edition: Reprint, 318 pages",,,,,Paperback,336 p.; 5.31 inches,0.66 pounds,5.31 inches,8 inches,0.76 inches,5.31 x 0.76 x 8 inches,336 ,,,,,,,,"[0060934417, 9780060934415]",,1,amazon.com books,2019-05-05,,,8084,,,,
A,168460947,Blink of an Eye,1,2011,Phinney-Green,Phinney-Green-extra2,Fiction,Adult,Thriller/Suspense,Null,American And Canadian > Fiction > Literature,Christian fiction|Graduate students > California > Fiction|Muslim women > Social conditions > Fiction|Precognition > Fiction|Princesses > Saudi Arabia > Fiction|Suspense fiction,813,Blink of an Eye by Ted Dekker (2011),English,English,PS3554 .E43,[1599953137],1,"Wallace, Barbara Brooks",Author,,,"Abingdon Pr (1981), 126 pages",,,,,Hardcover,126 p.,1.74 pounds,,,,,126 ,,,,,,,,"[0687166721, 9780687166725]",,1,amazon.com books,2019-05-05,,,463462,,,,
A,168460950,"Gone, but Not Forgotten",1,1994,Phinney-Green,Phinney-Green-extra2,Fiction,Adult,Mystery,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Detective and mystery stories|Missing persons > Fiction|Portland (Or.) > Fiction|Women > Crimes against > Fiction|Women lawyers > Fiction,813.54,"Gone, but Not Forgotten by Phillip Margolin (1994)",English,English,PS3563 .A649,[0553569031],1,"Roth, Veronica",Author,,,"Katherine Tegen Books (2012), 487 pages",,,,,Paperback,487 p.; 5.31 inches,0.88 pounds,5.31 inches,8 inches,1.3 inches,5.31 x 1.3 x 8 inches,487 ,,,,,,,,"[0062024035, 9780062024039]",,1,amazon.com books,2019-05-05,,,10261765,,,,
A,168433663,A Grave Talent,1,1995,Sandy Point,Sandy Point 5,Fiction,Adult,Mystery,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Detective and mystery stories|Female offenders > Fiction|Martinelli, Kate (Fictitious character) > Fiction|Police > California > San Francisco > Fiction|Police > San Francisco > Fiction|Policewomen > Fiction|San Francisco (Calif.) > Fiction|Women painters > Fiction",813.54,A Grave Talent by Laurie R. King (1995),English,English,PS3561 .I4813,[0553573993],1,"Rice, Luanne",Author,,,"Bantam (2005), 432 pages",,,,,Paperback,432 p.; 4.19 inches,0.45 pounds,4.19 inches,6.87 inches,1.18 inches,4.19 x 1.18 x 6.87 inches,432 ,,,,,,,,"[0553587625, 9780553587623]",,1,amazon.com books,2019-04-13,,,121400,,,,
H,168005023,House of the Fortunate Buddhas (Brazilian Literature),1,2011,Northgate,Northgate2,Fiction,Adult,Novel,Null,Fiction > Literature > Portuguese Literature  > Spanish And Portuguese,,869.3,House of the Fortunate Buddhas (Brazilian Literature) by Joao Ubaldo Ribeiro (2011),English,English,PQ9698.28 .I165,[1564785890],1,"McKnight, Reginald",Author,,,"Uiversity of Pittsburgh Press (1988), Edition: 1st, 160 pages",,,,,Hardcover,160 p.; 9 inches,0.9 pounds,9 inches,0.9 inches,6.2 inches,9 x 6.2 x 0.9 inches,160 ,,,,,,,,"[0822935899, 9780822935896]",,1,amazon.com,2019-05-04,,,296365,,,,
H,168225759,Changing Places: A Tale of Two Campuses,1,1979,Columbia City,Cc 4,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,"Americans > England > Fiction|Austen, Jane, 1775-1817 > Appreciation > Fiction|British > United States > Fiction|College stories|College teachers > Fiction|Fiction in English|Teacher exchange programs > Fiction|fiction in English",823.914,Changing Places: A Tale of Two Campuses by David Lodge (1979),English,English,PR6062 .O36,[0140170987],1,"Fry, Sonali",Author,,,Scholastic Inc. (2002),,,,,Hardcover,,0.8 pounds,,,,,,,,,,,,,"[1338053590, 9781338053593]",,1,amazon.com all media,2019-04-13,,,18584401,,,,
H,168225822,Cut Both Ways,1,2017,Columbia City,Cc 4,Fiction,Young Adult,Novel,Null,"21st Century > American And Canadian > Fiction > Literature [bisexuality/LGBT, Bildungsroman]",,813.6,Cut Both Ways by Carrie Mesrobian (2017),English,English,PZ7 .M5493,[0062349899],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,168221548,Crossing to Safety,1,1990,Columbia City,Cc2,Fiction,Adult,Novel,Null,1900-1944 > 20th Century > American And Canadian > Fiction > Literature,Domestic Fiction|Domestic fiction|Friendship > Fiction|Large Type Books|Large type books|Married people > Fiction|Novelists > Fiction|Vermont > Fiction,813.52,Crossing to Safety by Wallace Stegner (1990),English,English,PS3537 .T316,[0140133488],1,"Santomero, Angela C.",Adapter,,,"Simon Spotlight (2015), Edition: Reprint, 24 pages",,,,,Paperback,24 p.; 8 inches,,8 inches,8 inches,0.2 inches,8 x 0.2 x 8 inches,24 ,,,,,,,,"[1481438387, 9781481438384]",,1,amazon.com books,2019-04-13,,,15571548,,,,
H,168221606,The Child,1,2008,Columbia City,Cc2,Fiction,Adult,Novel,Null,American And Canadian > Fiction > Literature [LGBT],Legal stories|Murder > Fiction|Problem families > Fiction|Young gay men > Fiction,813,The Child by Sarah Schulman (2008),English,English,PS3569 .C5393,[1551522438],1,"Bridwell, Norman",Author,,,"Cartwheel Books (2010), Edition: Reprint, 32 pages",,,,,Paperback,32 p.; 8.02 inches,0.1 pounds,8.02 inches,6.98 inches,0.11 inches,8.02 x 0.11 x 6.98 inches,32 ,,,,,,,,"[0545215854, 9780545215855]",,1,amazon.com books,2019-04-13,,,502933,,,,
H,168221649,Going Dutch: A Novel,1,2019,Columbia City,Cc2,Fiction,Adult,Novel,Null,"LGBT, Bildingsroman",,,Going Dutch: A Novel by James Gregor (2019),English,English,,[1982103191],5,"Rodda, Emily",Author,,,"Scholastic Press (2013), 288 pages",,,,,Hardcover,288 p.; 5.75 inches,0.9 pounds,5.75 inches,8.75 inches,1 inch,5.75 x 1 x 8.75 inches,288 ,,,,,,,,"[0545429943, 9780545429948]",,1,amazon.com,2019-04-13,,,13116341,,,,
H,168221669,Feast Your Eyes: A Novel,1,2019,Columbia City,Cc2,Fiction,Adult,Novel,Null,,,,Feast Your Eyes: A Novel by Myla Goldberg (2019),English,English,,[1501197843],1,"Holub, Joan",Author,,,"Aladdin (2014), 128 pages",,,,,Paperback,128 p.; 5.13 inches,0.2 pounds,5.13 inches,7.63 inches,0.3 inches,5.13 x 0.3 x 7.63 inches,128 ,,,,,,,,"[144248845X, 9781442488458]",,1,amazon.com,2019-04-13,,,14875284,,,,
H,168224297,Origin: A Novel (Robert Langdon),1,2018,Columbia City,Cc3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Origin: A Novel (Robert Langdon) by Dan Brown (2018),English,English,PS3552 .R685434,[0525563709],3,"Clarke, Stephen",Author,,,Black Swan (2011),,,,,Paperback,4.33 inches,0.46 pounds,4.33 inches,7.01 inches,1.02 inches,4.33 x 1.02 x 7.01 inches,,,,,,,,,"[0552777579, 9780552777575]",,1,amazon.com books,2019-04-13,,,11257204,,,,
H,168224310,Scarlet Letter,1,1946,Columbia City,Cc3,Fiction,Adult,Novel,Null,American And Canadian > Fiction > Literature > Middle 19th Century 1830-1861,"Adultery > Boston > History > Fiction|Adultery > Fiction|Adultery in literature|American literature > History and criticism|Boston (Mass.) > Fiction|Boston (Mass.) > History > Colonial period, ca. 1600-1775 > Fiction|Boston (Mass.) > History > Fiction|Boston (Mass.) > Social life and customs > 17th century > Fiction|Clergy > Fiction|Didactic fiction|Features|Hawthorne, Nathaniel, 1804-1864. Scarlet letter|Hawthorne, Nathaniel, 1804-1864. Scarlet letter > Examinations > Study guides|Historical Fiction|Historical fiction|Historical fiction, American|Historical fiction, American > Examinations > Study guides|Illegitimacy > Fiction|Illegitimate children > Fiction|Love Stories|Love stories|Married women > Fiction|Massachusetts > Fiction. > Colonial period, ca.1600-1775|Massachusetts > History > Colonial period, ca.1600-1775 > Fiction|Massachusetts > In literature|Mothers and daughters in literature|New England > Social life and customs > Colonial period, ca. 1600-1775 > Fiction|New England > Social life and customs > Fiction|Occultism > Periodicals|Prynne, Hester (Fictitious character) > Fiction|Psychological fiction|Puritans > Boston > History > Fiction|Puritans > Fiction|Puritans > Massachusetts > Fiction|Puritans in literature|Revenge > Fiction|Sin, Mortal > Fiction|Triangles (Interpersonal relations) > Fiction|Women > Massachusetts > Fiction|Women immigrants > Fiction|Women in literature|Women tailors > Fiction|historical fiction",813.3,Scarlet Letter by Nathaniel Hawthorne (1946),English,English,PS1868 .A1,[1566190959],5,"Horowitz, Anthony",Author,,,"Puffin Books (2004), 208 pages",,,,,Paperback,208 p.; 5.1 inches,0.41 pounds,5.1 inches,7.8 inches,0.56 inches,5.1 x 0.56 x 7.8 inches,208 ,,,,,,,,"[0142402192, 9780142402191]",,1,amazon.com books,2019-04-13,,,945821,,,,
